,experiment_id,mean_jitter,std_jitter,mean_latency,std_latency,mean_throughput,std_throughput,index,error_rate,std_error_rate,topology,num_robots,msg_limit,migration_frequency,robot_speed,group_count,mean_jitter_scaled,mean_latency_scaled,mean_throughput_scaled,error_rate_scaled,QoS_c,QoS_s
0,2507171233,43.85451215233267,6.886437845098022,85.3791390233698,29.307646094321147,0.78324047954866,3.963203580482161,0.0,0.02142857142857143,0.08884745530448848,Stochastic,13,Unlimited,None,Static,5672,0.7307058252699201,0.6902836239979294,0.9568537954545725,0.42098609355246525,0.40471919719614274,0.5677292949245045
1,2507171241,35.04765932259207,10.356556927877289,62.79986551909629,28.970337904971974,0.759691930684404,3.5345740975024085,1.0,0.02664543524416136,0.06482113986283913,Stochastic,13,Unlimited,None,Static,5713,0.5767736613585976,0.4922145784029053,0.923442235968977,0.5234766924074179,0.5235220151946829,0.5626018650258611
2,2507171243,48.38462851384068,7.1066529308261215,92.92226918380764,31.039216976443676,0.7838910385389259,3.693189011436277,2.0,0.017182130584192438,0.046368006077547694,Stochastic,13,Unlimited,None,Static,6461,0.8098862802835591,0.7564531839438766,0.9577768328157047,0.3375604415655506,0.3644454550039098,0.5878242261462503
3,2507171245,55.11478654421665,6.2338219158063035,97.75594064055602,29.864122537085862,0.7710429547673283,3.5694308944761723,3.0,0.01697191697191697,0.056395920820682566,Stochastic,13,Unlimited,None,Static,6146,0.9275205599870217,0.7988549331399637,0.9395474923291564,0.33343058121819186,0.3126325554834496,0.5622378838876876
4,2507171247,48.53771253487686,6.077169729410517,88.61328308443693,35.143931777550904,0.7829713914174252,3.7787543286392045,4.0,0.019663851631064745,0.08369219438843634,Stochastic,13,Unlimited,None,Static,6152,0.812561986926319,0.7186540597150547,0.9564720031770336,0.3863163771766702,0.3752322171520957,0.5684538050508655
5,2507171249,38.5653551551486,8.784885499910349,76.16063210293979,37.96993047246936,0.776415125770448,3.6618835561121994,5.0,0.047103321848219804,0.177107572778578,Stochastic,13,Unlimited,None,Static,6003,0.6382583417496083,0.6094173876597623,0.947169728929475,0.9253926947172387,0.39163478941807844,0.33958623901587004
6,2507171251,41.799967894004745,7.295708206788642,78.3720521287829,30.02683133619908,0.758073589244649,3.418695584249692,6.0,0.01707231893402106,0.05198361315023234,Stochastic,13,Unlimited,None,Static,5653,0.6947951032844233,0.6288163224326444,0.9211460727703839,0.3354030799427147,0.4536972082482032,0.6179859607251593
7,2507171253,52.14928250525577,9.317564300836406,95.23968531468532,32.51635664713756,0.7312251717096715,3.527724949394303,7.0,0.02144383394383394,0.05493727133151618,Stochastic,13,Unlimited,None,Static,5387,0.875687463348519,0.7767819337241819,0.8830525365302114,0.42128594119744556,0.31779952977418363,0.5180971271464144
8,2507171255,42.41372799504879,13.521877269956885,87.0090132090132,47.5811518029502,0.7657863894139887,3.87977952494103,8.0,0.017593700159489634,0.051385740506912726,Stochastic,13,Unlimited,None,Static,5290,0.7055228197914022,0.7045811444353897,0.9320892813368172,0.34564614472625654,0.4126907292591979,0.6020791892702164
9,2507171257,51.03430109386771,10.953479678099738,98.45897265128035,34.93421187620878,0.7647799266422141,3.598174232230367,9.0,0.03257808499743983,0.13288225474966808,Stochastic,13,Unlimited,None,Static,5998,0.856199059863875,0.8050220438470714,0.9306612744153281,0.6400296344629772,0.2805008953825817,0.41693427209493505
